Date, Change
2020-01-01,0.001054823039555864
2020-01-02,-0.0010617626648161003
2020-01-03,-0.001450381679389311
2020-01-04,-0.0010964607911172802
2020-01-05,-0.00031922276197085455
2020-01-06,-0.0034420541290770238
2020-01-07,-0.003469812630117976
2020-01-08,0.0029007633587786194
2020-01-09,0.001623872310895212
2020-01-10,-0.0028452463566967395
2020-01-11,-0.000305343511450382
2020-01-12,0.0002290076335877874
2020-01-13,-0.003684941013185284
2020-01-14,-0.0004996530187369878
2020-01-15,-0.0005898681471200558
2020-01-16,-0.0019361554476058295
2020-01-17,0.0007356002775850103
2020-01-18,-0.0016377515614156843
2020-01-19,0.0034698126301179804
2020-01-20,6.939625260235982e-05
2020-01-21,-0.0006523247744621785
2020-01-22,0.0014018043025676593
2020-01-23,0.0020263705759888933
2020-01-24,4.1637751561417594e-05
2020-01-25,-0.000680083275503123
2020-01-26,-0.002172102706453853
2020-01-27,-0.0031991672449687668
2020-01-28,-0.0024149895905621046
2020-01-29,-0.00010409437890354005
2020-01-30,0.00011797362942401123
2020-01-31,-0.0004302567661346291
2020-02-01,0.00033310201249132525
2020-02-02,4.1637751561416374e-05
2020-02-03,0.0006939625260235957
2020-02-04,7.63358778625962e-05
2020-02-05,-0.002873004857737673
2020-02-06,-0.0012213740458015274
2020-02-07,0.0001596113809854264
2020-02-08,-0.0027897293546148513
2020-02-09,0.0009368494101318522
2020-02-10,0.001783483691880634
2020-02-11,-0.004718945176960448
2020-02-12,0.00031228313671061777
2020-02-13,0.0015197779319916721
2020-02-14,-0.0008535739070090226
2020-02-15,0.001603053435114502
2020-02-16,0.001464260929909785
2020-02-17,-0.0005065926439972234
2020-02-18,-0.002088827203331019
2020-02-19,0.003476752255378204
2020-02-20,-0.0005551700208188757
2020-02-21,0.0005551700208188759
2020-02-22,-0.0022623178348369194
2020-02-23,0.0010756419153365717
2020-02-24,0.0017557251908396948
2020-02-25,0.0029840388619014548
2020-02-26,0.0024982650936849413
2020-02-27,0.0005065926439972232
2020-02-28,-0.00028452463566967296
2020-02-29,0.001852879944482998
2020-03-01,-0.0005968077723802916
2020-03-02,-0.0010895211658570468
2020-03-03,-0.0004510756419153368
2020-03-04,-0.0006662040249826519
2020-03-05,-0.0014712005551700187
2020-03-06,7.63358778625952e-05
2020-03-07,0.0027550312283136694
2020-03-08,0.007632150615496001
2020-03-09,-9.71547536433029e-05
2020-03-10,0.0008674531575294943
2020-03-11,0.0031367106176266456
2020-03-12,0.02020124913254683
2020-03-13,-0.0056210964607911135
2020-03-14,0.0018528799444830018
2020-03-15,0.0034906315058986846
2020-03-16,-0.005010409437890347
2020-03-17,0.0002081887578070797
2020-03-18,-0.0017487855655794605
2020-03-19,-0.010638445523941697
2020-03-20,-1.3879250520473089e-05
2020-03-21,-0.0012977099236641217
2020-03-22,0.004219292158223452
2020-03-23,-0.00780707841776544
2020-03-24,-0.0010617626648161032
2020-03-25,0.00020124913254684389
2020-03-26,-8.327550312283137e-05
2020-03-27,0.005544760582928514
2020-03-28,0.00019430950728660938
2020-03-29,-0.0008049965301873735
2020-03-30,-0.002782789729354614
2020-03-31,0.0017973629424011092
2020-04-01,-0.003768216516308106
2020-04-02,-0.0015752949340735612
2020-04-03,0.0005621096460791076
2020-04-04,-0.0004441360166550998
2020-04-05,-0.0032824427480916026
2020-04-06,-0.00207494795281055
2020-04-07,-8.327550312283341e-05
2020-04-08,0.00014573213046495544
2020-04-09,0.0035392088827203316
2020-04-10,0.00024288688410825776
2020-04-11,0.0009784871616932693
2020-04-12,0.0007356002775850143
2020-04-13,-0.0013601665510062455
2020-04-14,-0.0002567661346287297
2020-04-15,0.0020541290770298417
2020-04-16,-0.00396252602359471
2020-04-17,-0.00034698126301179664
2020-04-18,-0.0004024982650936836
2020-04-19,-0.00032616238723108944
2020-04-20,0.00281054823039556
2020-04-21,-0.0005621096460791117
2020-04-22,-0.0008952116585704349
2020-04-23,-0.005523941707147819
2020-04-24,-0.0005898681471200553
2020-04-25,0.0006384455239417068
2020-04-26,-0.0010478834142956302
2020-04-27,-0.0005274115197779318
2020-04-28,-0.002068008327550313
2020-04-29,-0.011179736294240116
2020-04-30,0.0043095072866065265
2020-05-01,-9.021512838306633e-05
