Date, Change
2020-05-02,-0.0015405968077723826
2020-05-03,0.003053435114503815
2020-05-04,-0.003476752255378208
2020-05-05,6.9396252602332425e-06
2020-05-06,-0.0017557251908396905
2020-05-07,-0.004170714781401805
2020-05-08,0.0005621096460791109
2020-05-09,0.007945870922970156
2020-05-10,-0.0005621096460791109
2020-05-11,-0.0004996530187369872
2020-05-12,-0.002026370575988901
2020-05-13,-0.004371963913948646
2020-05-14,-0.0010756419153365743
2020-05-15,0.0005551700208188777
2020-05-16,-0.0006453851492019437
2020-05-17,-0.001825121443442056
2020-05-18,0.0014781401804302558
2020-05-19,-0.0009784871616932685
2020-05-20,0.002123525329632197
2020-05-21,0.003067314365024289
2020-05-22,-0.0011450381679389324
2020-05-23,-0.0003331020124913251
2020-05-24,0.004253990284524641
2020-05-25,-0.0009576682859125613
2020-05-26,8.327550312283198e-05
2020-05-27,-0.002532963219986117
2020-05-28,-0.0026925746009715456
2020-05-29,-0.0001457321304649549
2020-05-30,-4.8577376821651464e-05
2020-05-31,6.245662734212348e-05
2020-06-01,-0.0038931297709923684
2020-06-02,0.0036571825121443444
2020-06-03,-0.0011034004163775165
2020-06-04,-0.0009923664122137403
2020-06-05,0.001471200555170019
2020-06-06,-0.0005829285218598191
2020-06-07,-0.00043025676613463144
2020-06-08,0.0003747397640527418
2020-06-09,-0.0006592643997224147
2020-06-10,-0.0003955586398334489
2020-06-11,0.0037612768910478887
2020-06-12,-0.00043719639139486345
2020-06-13,0.0002984038861901461
2020-06-14,0.00272033310201249
2020-06-15,-0.003261623872310894
2020-06-16,1.8539029514255953e-19
2020-06-17,0.0004996530187369883
2020-06-18,0.0008743927827897298
2020-06-19,-0.00013879250520471868
2020-06-20,-0.00041637751561415706
2020-06-21,-0.00034698126301179643
2020-06-22,-0.0016932685634975721
2020-06-23,-0.000117973629424011
2020-06-24,0.0035183900069396304
2020-06-25,-0.00030534351145038
2020-06-26,0.0002775850104094383
2020-06-27,0.0013601665510062468
2020-06-28,-0.000555170020818875
2020-06-29,-0.0005690492713393472
2020-06-30,2.081887578070775e-05
